index,instansi,sinonim,pred,prob
15131,perum perhutani divisi regional jawa barat dan banten,penulis dan konsultan,1,0.8525425791740417
16378,pemerintah kabupaten siak,pemerintah kabupaten siak,1,0.9989258646965028
16476,pt pertamina,laboratorium kalibrasi pt indofood,0,0.9900640845298768
16761,"Bukan instansi BUMN, Kementerian, Pemerintah",puskesmas kedu,0,0.9178777933120728
16762,pemkot cimahi,kodim 0609 cimahi,1,0.993124544620514
16765,"Bukan instansi BUMN, Kementerian, Pemerintah",pemdes kejuden,1,0.5136995911598206
16897,pemprov jawa timur,badan amil zakat nasonal provinsi jawa timur,1,0.8748584389686584
17211,pt twc,pt langkat laut timur,1,0.9555855989456176
17400,"Bukan instansi BUMN, Kementerian, Pemerintah",bkad kecamatan susukan,1,0.7644108533859253
18284,pemerintah kabupaten lamongan,pemerintah kabupaten lamongan,1,0.9985542893409728
18623,bank bri cab fakfak,bank bri cab fakfak,1,0.998536229133606
19558,pemkot tebing tinggi,pemerintah kota tebing tinggi,1,0.9988242983818054
19764,pt bank bri persero cabang ujung batu,pt msinfokom,1,0.9912882447242736
66,pemerintah kabupaten wonogiri,dinas kesehatan kabupaten gresik,0,0.9993482232093812
420,pt bgr,pt tri dharma proteksi,1,0.9313795566558838
776,"Bukan instansi BUMN, Kementerian, Pemerintah",peserta,0,0.9364439845085144
777,"Bukan instansi BUMN, Kementerian, Pemerintah",pratindo canggih mulia,0,0.8566620945930481
1162,pt reasuransi indonesia utama,pt persona prima utama ppu,1,0.9963244795799256
1214,perum bulog kanwil kaltim  kaltara,perum bulog kanwil kaltim kaltara,1,0.9987130165100098
1343,pt semen baturaja,pt sri rejeki fertilizer,0,0.9958826303482056
2093,bgr indonesia,adkasi asosiasi dprd kabupaten seluruh indonesia,1,0.5382941961288452
2252,pemerintah kabupaten lampung barat,sekolah kecamatan kebun tebu lampung barat,0,0.9985581040382384
2332,"Bukan instansi BUMN, Kementerian, Pemerintah",exxonmobil,0,0.9615668058395386
2333,"Bukan instansi BUMN, Kementerian, Pemerintah",eksportir ikan wajib pajak,0,0.9690491557121276
2350,komisi penyiaran indonesia kpi,komisi,1,0.79022216796875
2351,"Bukan instansi BUMN, Kementerian, Pemerintah",mahasiswa unjani,1,0.7568814158439636
2352,"Bukan instansi BUMN, Kementerian, Pemerintah",universitas airlangga,0,0.9770568013191224
2353,"Bukan instansi BUMN, Kementerian, Pemerintah",mentari intercultural school bintaro,0,0.6093072295188904
2354,"Bukan instansi BUMN, Kementerian, Pemerintah",aji suryana jj sh,1,0.6863428950309753
2355,"Bukan instansi BUMN, Kementerian, Pemerintah",cv layar era,0,0.5826332569122314
2552,pt pengembangan pariwisata indonesia persero,mantan direktur lembaga pengembangan perbankan indonesia lppi,0,0.9871488213539124
2740,pt dkb,pt huawei tech investment public relation manager,1,0.9139317870140076
2965,"Bukan instansi BUMN, Kementerian, Pemerintah",rahasia,1,0.6547797322273254
2993,pt bank mandiri,bank woori saudara,0,0.9967945218086244
3141,pt yodya karya,pt caterindo citra rasa,0,0.9959558844566344
3409,dewan perwakilan rakyat daerah,dewan perwakilan rakyat daerah,1,0.9923271536827089
3484,bgr indonesia,fujitsu indonesia,1,0.9679535627365112
3634,"Bukan instansi BUMN, Kementerian, Pemerintah",ketua forum kades kec suka merindu,0,0.9644413590431212
3643,pemerintah kota bandar lampung,unit penyelenggara bandar udara ilaga,0,0.9964744448661804
4040,pt pegadaian area samarinda,pt pegadaian area samarinda,1,0.9988683462142944
4205,pt dkb,pt transportasi gas indonesia transgasindo,1,0.8916487097740173
4964,pt pertamina persero,pt pgn,1,0.9982106685638428
5147,kejaksaan negeri kota kediri,kepala seksi intelijen kejaksaan negeri kota kediri,1,0.9959463477134703
5211,pemerintah kabupaten maluku tenggara barat,kades lubuk seketi kec kikim barat,0,0.9978339076042176
5239,pemerintah kabupaten asahan,dinas kesehatan asahan,0,0.9979977011680604
5240,"Bukan instansi BUMN, Kementerian, Pemerintah",warung makan ayam geprek keprabon,0,0.6108530759811401
5242,kementerian desa pdtt,desa pasir reungit,0,0.9961131811141968
5305,pemerintah kabupaten gorontalo utara,notaris ppat kabupaten hulu sungai tengai,0,0.999232292175293
6924,pemkab bolaang mongondow,pemerintah kabupaten bolaang mongondow,1,0.9990378618240356
6971,kementerian komunikasi,deputi bidang investasi kementerian pariwisata dan ekonomi kreatif,0,0.9962599277496338
7251,pemkab tulang bawang barat,kepala badan pengelolaan pendapatan daerah provinsi nusa tenggara barat,0,0.9991451501846312
7462,pt dkb,pt samuel sekuritas indonesia,1,0.9899752736091614
7890,pemprov kepulauan bangka belitung,cv anugerah semesta bangka otakotak ase,1,0.9272000789642334
7897,pt askrindo,askrindo insurance,1,0.9978117346763612
7900,kemenkopukm,kemenkopukm,1,0.9980890154838562
7902,perusahaan pengelola aset,pengelola apartemen aspen,0,0.9713206887245178
8064,pt dkb,pt erze bumi harmoni,1,0.9260977506637572
8767,pt dana tabungan dan asuransi pegawai negeri   taspen persero,pt dana tabungan dan asuransi pegawai negeri taspen persero,1,0.9987143278121948
9163,pt twc,pt annisa rizqi pratama,1,0.5537911057472229
9319,kemenhub ri,anggota komisi v dpr ri,1,0.9927843809127808
9340,"Bukan instansi BUMN, Kementerian, Pemerintah",kedubes prc,1,0.9629411697387696
9395,bank bri,bank bri,1,0.9993171691894532
9661,pt perikanan nusantara,pt mustika eka unggul,0,0.9954553842544556
9802,"Bukan instansi BUMN, Kementerian, Pemerintah",djbc,1,0.9877244234085084
10188,asdp indonesia ferry,pt asdp indonesia ferry persero,1,0.9989187717437744
10894,pt indonesia asahan alumunium inalum,pt inalum,1,0.9985769987106324
11787,pemkot batam,pemerintah kota batam,1,0.9987804293632508
11800,satuan kerja khusus pelaksana kegiatan usaha hulu minyak dan gas bumi skk migas,pelaku usaha umkm pangan,0,0.9922542572021484
11801,"Bukan instansi BUMN, Kementerian, Pemerintah",h sudarmadi sh mkn,1,0.8770965337753296
11805,kemenkeu,pegawai pppk kemenkeu,1,0.994644284248352
11806,"Bukan instansi BUMN, Kementerian, Pemerintah",cv owen mart,1,0.7531619668006897
11986,pemerintah kabupaten belitung timur,badan pendapatan daerah provinsi kalimantan timur,0,0.9990383386611938
12145,pemerintah kota tangerang,pemerintahan kota tangerang,1,0.9985471367836
12630,pemkab bandung barat,bapenda kabupaten bandung barat,1,0.9956324696540833
12682,kementerian koperasi dan ukm,kementerian koperasi dan ukm ri,1,0.99843829870224
14025,pemerintah subang,pemerintah kabupaten subang,1,0.998330295085907
14083,pemerintah kabupaten kotawaringin barat,kpp pratama medan barat,0,0.9980261921882628
14263,pt dkb,pt fresh galang mandiri consultant,1,0.7304705381393433
14520,pemerintah kota padang,balai latihan kerja padang,0,0.997480809688568
14524,"Bukan instansi BUMN, Kementerian, Pemerintah",rektor universitas madura,0,0.7613757252693176
14547,pemkab halmahera barat,dispar halmahera barat,1,0.9987309575080872
14995,pt bio farma persero,pt bio farma persero,1,0.9981318116188048
15137,kemendagri,dharma wanita persatuan kemendagri,1,0.8448150753974915
15279,pt smf,pt buran nusa respati group,1,0.8434940576553345
15999,bank bni kantor cabang karawang,pt bank bni kantor cabang karawang,1,0.9989162683486938
16031,"Bukan instansi BUMN, Kementerian, Pemerintah",cv berkah eina,1,0.8183950185775757
17229,pemkab demak,pemerintah kabupaten demak,1,0.998636782169342
17237,kementerian luar negeri,smp satu atap negeri talun,0,0.9959062337875366
17238,"Bukan instansi BUMN, Kementerian, Pemerintah",rsud prof dr margono soekarjo,0,0.8770206570625305
17240,kemen bumn,bumn,1,0.9375401735305786
17241,"Bukan instansi BUMN, Kementerian, Pemerintah",owner ninoas edutainment,1,0.8910382390022278
17268,pt bgr,pt setia thenoch,1,0.8249379396438599
18006,pemkab wonogiri,pt deltomed wonogiri,1,0.9965521097183228
18009,"Bukan instansi BUMN, Kementerian, Pemerintah",formula e,1,0.7619503736495972
18010,kemenkeu,djkn kemenkeu,1,0.993286430835724
18890,pemerintah kota cirebon,pemerintah kota cirebon,1,0.998877227306366
19024,pemerintah provinsi papua barat,dinas komunikasi dan informatika provinsi papua,0,0.9987952709197998
19025,kementerian koperasi dan ukm,taraskop koperasi pegawai,0,0.992046356201172
19030,"Bukan instansi BUMN, Kementerian, Pemerintah",rsui madinah kesembon,0,0.5237442255020142
19041,kementerian badan usaha milik negara,cv inti citra usaha,0,0.9911296367645264
19145,pemerintah sintang,pemerintah kabupaten sintang,1,0.998785674571991
1443,pemerintah gresik,pemerintah kabupaten gresik,1,0.9985528588294984
1906,pemerintah kabupaten way kanan,pemerintah daerah tingkat ii,0,0.9991564750671388
2225,pemkot sukabumi,smkn 4 sukabumi,1,0.9822989106178284
2368,pt smf,pt keong nusantara abadi,1,0.9784578680992126
2629,"Bukan instansi BUMN, Kementerian, Pemerintah",pelita travel,0,0.9705439209938048
2702,pt kiw,pt nusantara jaya raya mujur,1,0.9183996319770812
3726,pemerintah kabupaten kepulauan siau tagulandang biaro,pemerintah desa wonorejo kec jatiyoso,0,0.9989125728607178
3812,"Bukan instansi BUMN, Kementerian, Pemerintah",kpn baji artha,1,0.6062828898429871
3813,"Bukan instansi BUMN, Kementerian, Pemerintah",apindo,0,0.830750048160553
3892,pt bank rakyat indonesia persero tbk bri,bank bukopin bri dan bsi,1,0.995804488658905
4002,pemerintah kabupaten sorong selatan,kecamatan lahat selatan,0,0.9992904663085938
4158,bank nasional indonesia bni 46,bank nasional indonesia bni 46 cabang pangkalan bun,1,0.9939247965812684
4371,kementerian dalam negeri,smk negeri jatipuro,0,0.9841514825820924
4373,"Bukan instansi BUMN, Kementerian, Pemerintah",pramesty catering,0,0.7330003380775452
4392,pemerintah kota jakarta barat,kpp pratama jakarta kebayoran baru dua,0,0.9865543842315674
4398,"Bukan instansi BUMN, Kementerian, Pemerintah",distributor granit niro,0,0.8104845285415649
4695,pemerintah kota bekasi,pemerintah kota bekasi,1,0.9988275170326232
5666,pemkot tarakan,pt askrindo kc tarakan,1,0.9942996501922609
5692,kemenhub ri,komisi vi dpr ri,1,0.989083468914032
5730,pemkab timteng selatan,kanwil kemenag provsumatera selatan,1,0.965551495552063
5777,"Bukan instansi BUMN, Kementerian, Pemerintah",jpe,1,0.9582893252372742
5906,pt wijaya karya,pt wijaya mandiri tintex,0,0.9957284331321716
6211,pt bgr,pt panca perkasa indoprima,1,0.8121033906936646
6709,pemerintah kabupaten kepulauan seribu,dewan kerajinan nasional daerah kabupaten kapuas hulu,0,0.9994074106216432
7143,pt bgr,pt dunia media dinamika informasi,1,0.8171234130859375
7658,pt dkb,pt distriversa buana mas semarang,1,0.94856196641922
7890,"Bukan instansi BUMN, Kementerian, Pemerintah",lucy indriani sh mkn,1,0.9242783784866332
8284,pemerintah provinsi kalimantan barat,pemerintah provinsi kalimantan barat,1,0.9989883303642272
8934,pt smf,pt cinere serpong jaya,1,0.6481876969337463
9213,pt bgr,pt daikin,1,0.7202735543251038
9964,pt angkasa pura i,pt angkasa pura i,1,0.9989532232284546
10233,pt twc,pt aneka nusantara internasional,1,0.9052727818489076
10410,pt bgr,pt bank dki jakarta,1,0.9887292385101318
10864,pt bgr,pt eria makmur,1,0.8145409822463989
11220,"Bukan instansi BUMN, Kementerian, Pemerintah",alibabacloud,0,0.863101065158844
11998,pemerintah kota serang,pemerintah kota serang,1,0.9983633160591124
12099,"Bukan instansi BUMN, Kementerian, Pemerintah",pelaku umkm,0,0.9067264795303344
12100,"Bukan instansi BUMN, Kementerian, Pemerintah",partai demokrat,0,0.9585360288619996
12103,kemenko pembangunan manusia,kemenko marves,1,0.990133821964264
12502,pt perusahaan listrik negara persero pln,pt pln,1,0.997718095779419
12503,kementerian desa,desa jatisuko,0,0.9966773986816406
12584,pt pann pembiayaan maritim,pt wanasalam samudra maju makmur,0,0.9941925406455994
12888,"Bukan instansi BUMN, Kementerian, Pemerintah",kecamatan sukodono,0,0.9958285689353944
12889,nasabah bank mandiri pemilik toko parfum,pemilik dqta aja resto,1,0.5689148902893066
13333,pemkab sumenep,inspektorat kabupaten sumenep,1,0.9965705871582032
14496,pemerintah kabupaten empat lawang,pemerintah kabupaten empat lawang,1,0.9986441731452942
14694,pt dkb,pt bank centra asia tbk corporate banking group,1,0.9550166130065918
14988,"Bukan instansi BUMN, Kementerian, Pemerintah",bangladesh,0,0.7541788816452026
15284,pemerintah kota banjar,pemerintah kota banjar,1,0.9988906979560852
16309,pemkab bengkalis,setda kabupaten bengkalis,1,0.9881161451339722
16329,pemkab sumba tengah,wakil bupati sumba tengah,1,0.9313861131668092
16360,"Bukan instansi BUMN, Kementerian, Pemerintah",rspal dr ramelan,0,0.6162089109420776
16745,pt jasa marga,pt jasa marga,1,0.9983356595039368
16797,pt bgr,pt oxy gemilang jaya,1,0.7793458104133606
17548,pemerintah provinsi nusa tenggara barat,pt prasasti nusa lestari,0,0.9983371496200562
17553,pemprov kalsel,dpd apersi kalsel,1,0.9899458289146424
17605,bank bni cabang maros,bank bni cabang maros,1,0.9986761212348938
17658,pemkot bekasi,kppbc tipe madya pabean a bekasi,1,0.707700788974762
18043,jamkrindo,pt jamkrindo kanwil viii banjarmasin kc tarakan,1,0.9833609461784364
18086,pt bgr,pt timah tbk,1,0.688189685344696
18563,cfo pt pertamina,pt surya bersama propertindo,0,0.9944566488265992
18942,pt pertamina,pt bangun askrida syariah,0,0.9916797280311584
19393,kementerian pemberdayaan perempuan dan perlindungan anak,deputi bidang industri dan investasi kementerian pariwisata dan ekonomi kreatif,0,0.9961866736412048
19795,pt pertamina lubricants,pt pertamina lubricants,1,0.9983939528465272
19876,pt kiw,pt dagu komunika,1,0.803488552570343
186,"Bukan instansi BUMN, Kementerian, Pemerintah",suhartini,1,0.5094162225723267
576,pt telkom pcc,pt telkom pcc,1,0.9986110925674438
600,pt berdikari,pt binayasa putra batara,0,0.9973852038383484
961,dok dan perkapalan kodja bahari,bprs harta insan karimah bahari,0,0.9713672399520874
1010,perum kehutanan negara perhutani,perum kehutanan negara perhutani,1,0.998467743396759
1121,pemprov kalimantan tengah,lembaga layanan pendidikan tinggi wilayah vi jawa tengah,1,0.9632949233055116
1372,pt adhi,pt cahaya samtraco utama,0,0.9947260022163392
1536,"Bukan instansi BUMN, Kementerian, Pemerintah",pengusaha wajib pajak,0,0.9082741737365724
2415,pemkot kota gorontalo,pemerintah kota gorontalo,1,0.9993683695793152
2450,kementerian informatika,inspektorat jenderal kementerian pertanian,0,0.9982299208641052
2488,pemkot semarang,mahasiswa universitas diponegoro semarang,1,0.954599380493164
2631,pt smf,pt hema medhajaya,1,0.9225556254386902
3213,pt pupuk indonesia holding company,pt kertas padalarang,0,0.9961799383163452
3382,pt virama karya,pt asuransi tri pakarta,0,0.9959633350372314
4120,pemerintah kabupaten tanjung jabung timur,badan usaha jalan tol pt cibitung tanjung priok port tollways,0,0.992198407649994
4513,pemerintah kabupaten intan jaya,pt bunaken jaya,0,0.9989680051803588
4516,pemkab jember,istri wakil bupati jember,1,0.8797584176063538
4519,"Bukan instansi BUMN, Kementerian, Pemerintah",jatrista digital printing,1,0.6480503678321838
5388,pemerintah kabupaten sragen,pemerintah kabupaten sragen,1,0.9991661310195924
5977,pt telkom pcc,pt telkom,1,0.9829692840576172
6174,pelabuhan indonesia,standard chartered indonesia,0,0.996785044670105
6686,pt taspen,direktur operasional pt taspen,1,0.9972420930862428
6700,pemprov lampung,stah lampung,1,0.9707626700401306
6709,peruri,peruri,1,0.9966159462928772
6712,"Bukan instansi BUMN, Kementerian, Pemerintah",ikanas stan charity golf,1,0.5592457056045532
6735,pemerintah kota jakarta utara,mandarin oriental jakarta,0,0.9975571632385254
6737,pt pegadaian sentra layanan ultra mikro loa,layanan rental mobil,0,0.8875015377998352
7614,pemerintah provinsi kalimantan utara,pemerintah provinsi kalimantan utara,1,0.9992585778236388
7708,pt kiw,pt graha karya raya bersama,1,0.5463683605194092
8091,pemerintah provinsi bali,pihak pasar nanggelan bali yang dinilai,0,0.9496530294418336
8145,pt indah karya,pt milenium kreasi,0,0.9957257509231568
8652,pemerintah kabupaten kapuas,kepala desa karangkamulyan kecamatan cijeungjing kabupaten ciamis,0,0.9992347955703736
8931,pemerintah kabupaten maluku tenggara barat,gubernur maluku,0,0.9989688396453856
8936,kementerian pekerjaan umum dan perumahan rakyat pupr,dinas pupr,1,0.9971898198127748
8937,indonesia financial group ifg,smec group,1,0.984643816947937
8944,pemkot bima,bsi kc bima soetta 1,1,0.9390006065368652
8951,kemendikbudristek,pegawai kemendikbudristek,1,0.9947252869606018
9026,pln uip nusra,pln uiw ntb dan pln uip nusra,1,0.9986949563026428
9028,"Bukan instansi BUMN, Kementerian, Pemerintah",data terlampir,0,0.6386271715164185
9418,pemerintah kabupaten pidie jaya,pt saddam jaya perkasa,0,0.9978175163269044
9464,bni kantor wilayah 12,bni kantor wilayah 12,1,0.9979165196418762
9468,jasa tirta 2,unit uppd samsat 2 kayutangi,0,0.9669890999794006
9472,pt kim,kim pamekasan hebat,1,0.9947861433029176
9477,"Bukan instansi BUMN, Kementerian, Pemerintah",konsultan pajak,0,0.9750419855117798
9483,pemerintah kabupaten tanah laut,cv hasil laut nusantara,0,0.9982774257659912
9505,pemkab magetan,kab magetan,1,0.9978129863739014
9580,pt kiw,pt dongjin,1,0.9477540254592896
9975,pt pelabuhan indonesia,pt pelindo,1,0.9441774487495422
11473,pemkab sleman,pemerintah kabupaten sleman,1,0.9989699125289916
11480,pemkot pekanbaru,kepala bbpom di pekanbaru,1,0.9911420345306396
11569,bank mandiri cabang samarinda,bank mandiri cabang maros,1,0.996222734451294
11592,pt bank bri persero cabang ujung batu,bank bca,1,0.902686893939972
11637,pt bio farma,bio farma,1,0.9971707463264464
11736,pt permodalan nasional madani,pt mayasari bakti,0,0.99378764629364
12023,indonesia eximbank,malaysia eximbank,1,0.9967470169067384
12024,pemkot pekanbaru,kepala bbpom pekanbaru,1,0.9960922598838806
12027,kementerian desa pdtt,desa patobong,0,0.996800661087036
12055,pt bgr,pt kelola agro makmur,1,0.7742944955825806
12411,"Bukan instansi BUMN, Kementerian, Pemerintah",tidak diketahui,0,0.6641565561294556
12552,pt smf,pt mnc pictures,1,0.9935010075569152
12794,"Bukan instansi BUMN, Kementerian, Pemerintah",rspp,1,0.9862263798713684
13178,pemerintah kabupaten gunung mas,pt naga mas mulia,0,0.9976270794868468
13251,pt kiw,pt cj feed and care indonesia,1,0.99293714761734
13812,perum lembaga penyelenggara pelayanan navigasi penerbangan indonesia airnav,perum lembaga penyelenggara pelayanan navigasi penerbangan indonesia airnav,1,0.9988144636154176
14064,pt bgr,pt global selaras medika,1,0.9244637489318848
14767,pemerintah kabupaten jeneponto,dinas kesehatan kabupaten kampar,0,0.9993529915809632
14872,kementerian koperasi dan ukm,ukm,0,0.9943013191223145
14873,"Bukan instansi BUMN, Kementerian, Pemerintah",kades pelajaran ketua forum kec jarai,0,0.9184479117393494
14893,bri kacap banjarnegara,bri kacap banjarnegara,1,0.99848735332489
15030,pemerintah kabupaten barito selatan,dinas kesehatan provinsi kalimantan selatan,0,0.99934321641922
15054,pemerintah provinsi di yogyakarta,pns staf di kelurahan pemaluan,0,0.9840111136436462
15083,pemerintah kabupaten mesuji,unit penyelenggara pelabuhan kelas iii mesuji,0,0.9978777170181274
15086,pemerintah kabupaten bangli,rs bangli midika canti,0,0.9927374720573424
15087,"Bukan instansi BUMN, Kementerian, Pemerintah",rsup dr sardjito,0,0.6550310254096985
15480,pt bank rakyat indonesia,pt bank dbs indonesia,1,0.9979671835899352
15709,inspektorat jenderal tni,direktorat jenderal tanaman pangan,0,0.9913273453712464
15710,"Bukan instansi BUMN, Kementerian, Pemerintah",sarasa,1,0.8520548939704895
15811,bnsp republik indonesia,esri indonesia,1,0.997529923915863
16183,pt bank mandiri persero tbk,pt akar bumi,0,0.9980807304382324
16293,badan meteorologi klimatologi dan geofisika,badan meteorologi klimatologi dan geofisika,1,0.9977497458457948
16590,bank rakyat indonesia cabang sintang,bank rakyat indonesia samarinda 1,1,0.9243713617324828
16722,bgr indonesia,data science indonesia,1,0.7864776849746704
16872,"Bukan instansi BUMN, Kementerian, Pemerintah",developer,0,0.8484690189361572
17281,pemerintah kabupaten musi banyuasin,sma pulokulon kabupaten grobogan,0,0.9992209672927856
17458,pt smf,pt asuransi tri pakarta cabang banjarmasin,1,0.9955731630325316
17904,pt biro klasifikasi indonesia persero cabang cirebon,pt monex investindo futures,1,0.9813008308410645
18133,"Bukan instansi BUMN, Kementerian, Pemerintah",djp,1,0.9946086406707764
18134,pemkab sleman,umkm sleman,1,0.7274094223976135
18165,lembaga penjamin simpanan,lembaga penjamin simpanan,1,0.9936484694480896
18336,pemerintah cirebon,pemerintah kabupaten cirebon,1,0.9994884729385376
19533,pemerintah kabupaten manggarai barat,sekretariat perwakilan kementerian keuangan sulawesi barat,0,0.9987040758132936
19546,pemkot palangkaraya,fovere hotel palangkaraya,1,0.9972967505455016
19574,pt bgr,pt naku freight indonesia,1,0.9797980785369872
123,nasabah bank mandiri pemilik toko parfum,toko alat tulis hikmah,0,0.9691835045814514
971,pemerintah kota bau bau,pemerintah kota,1,0.9977758526802064
997,"Bukan instansi BUMN, Kementerian, Pemerintah",perseorangan,0,0.9552063941955566
998,"Bukan instansi BUMN, Kementerian, Pemerintah",tamu pernikahan,0,0.695328414440155
1043,perum perumnas,perum perumnas proyek lampung,1,0.9848867058753968
1085,lembaga kantor berita nasional antara biro jawa barat,mandiri club prudential life assurance visionet internasional pefindo biro kredit,0,0.9712059497833252
1093,kementerian desa,kepala desa dondo soboli,0,0.997680127620697
1582,pemkab bandung barat,bapenda wilayah kabupaten bandung barat,1,0.9291010499000548
1653,pt bgr,pt mnc guna usaha indonesia,1,0.8812188506126404
2212,"Bukan instansi BUMN, Kementerian, Pemerintah",triklin rekatama,0,0.5970428586006165
2217,cfo pt pertamina,universita pertamina,1,0.9906811118125916
2507,pt berdikari persero,pt maulidya mandiri propertindo,0,0.992171049118042
2680,badan pengusahaan kawasan perdagangan bebas dan pelabuhan bebas batam,dosen pasca sarjana fakultas hukum ui menteri agraria dan tata ruang indonesia ke13,0,0.984601616859436
2984,bnsp republik indonesia,refinitiv services indonesia,1,0.802386999130249
3077,pemkot malang,yayasan islam thursina malang,1,0.8361201882362366
3083,bpjs ketenagakerjaan,bpjs ketenagakerjaan cabang sidoarjo,1,0.9950075149536132
3122,"Bukan instansi BUMN, Kementerian, Pemerintah",revinitif,1,0.8147504329681396
3141,kementerian badan pertanahan nasional,kementerian kelautan dan perikanan,0,0.9981482028961182
3255,asuransi jasindo,jasindo,1,0.9750280380249025
3428,pemerintah kabupaten tapin,uptd pasar lematang kabupaten lahat,0,0.9990065693855286
3702,pt superintending company of indonesia,embassy of bangladesh,1,0.8908309936523438
3704,"Bukan instansi BUMN, Kementerian, Pemerintah",ruddyantho tantry sh,1,0.844539225101471
3907,pt bri cabang bojonegoro dan pt bri cabang nganjuk,pbf pt united dico citas,1,0.9890592098236084
4470,pt reasuransi internasional indonesia,pt mars internasional indonesia mii,1,0.9921990036964417
4664,"Bukan instansi BUMN, Kementerian, Pemerintah",dokter,0,0.8758950233459473
4675,pemkot sorong,kanwil djbc papua kanwil sulbagsel djbc sorong,1,0.5944843888282776
4680,pemkot singkawang,hallo mart singkawang,1,0.9815054535865784
4698,pt kimia farma persero tbk,apotik kimia farma ub jember,1,0.6524479389190674
4702,"Bukan instansi BUMN, Kementerian, Pemerintah",gerindra,1,0.6427211761474609
4703,"Bukan instansi BUMN, Kementerian, Pemerintah",universitas prasetiya mulya,0,0.9900758862495422
5130,pemerintah kabupaten langkat,bumdes delta mulia kabupaten pamekasan,0,0.9989526271820068
5149,"Bukan instansi BUMN, Kementerian, Pemerintah",dr solecha skin care,1,0.5824980139732361
5150,"Bukan instansi BUMN, Kementerian, Pemerintah",pawon catering,0,0.5457010865211487
5159,kemenperin ri,pelaksana bppk kemenkeu ri pns,1,0.9603917598724364
5187,pemprov dki jakarta,jakarta international container terminal jict,1,0.9202492833137512
5207,pemerintah provinsi bali,universitas ngurah rai bali,0,0.99619460105896
5305,pemprov banten,balai teknik perkeretaapian wilayah jakarta dan banten,1,0.8826421499252319
5693,pemerintah kabupaten semarang,pt jasamarga semarang batang,0,0.9981526732444764
5719,bank bri cabang dago,bank bpd jateng,1,0.9951391220092772
5771,pt bgr,pt defas lineko bersama,1,0.9210283160209656
6199,pt kiw,pt nusantara infrastruktur,1,0.7695339322090149
7103,pemerintah kabupaten sarmi,pemerintah desa kejuden,0,0.9994373917579652
7293,perseta asabri pensiunan polri,pensiunan,0,0.9056882858276368
8063,pemerintah mojokerto,pemerintah daerah mojokerto,1,0.9990097284317015
9264,pemkab paser,pemerintah kabupaten paser,1,0.99868506193161
9291,kementerian energi dan sumber daya mineral,operator desa kalidandan dan desa blimbing,0,0.9982567429542542
9339,pemprov jawa timur,wakil gubernur jawa timur,1,0.9579156041145324
10199,pemerintah kota tasikmalaya,pemerintah kota tasikmalaya,1,0.9988490343093872
10395,pt sarana multi infrastruktur,pt karya mitra budi sentosa,0,0.9977914094924928
11591,pemkot banjarbaru,pemerintah kota banjarbaru,1,0.9987115859985352
11619,pt bgr,pt bungasari flour mills indonesia,1,0.7993794679641724
12168,isn industri sandang nusantara  vendor garment,rekanan vendor,0,0.939514458179474
12199,pt industri sandang nusantara persero,industri makanan,0,0.9960032105445862
12209,pt hotel indonesia natour,the trans luxury hotel,0,0.9813453555107116
12213,kementerian sumber daya mineral,cv sumber nelayan,0,0.9933273792266846
12659,pemkab gianyar,kabupaten gianyar,1,0.9861335158348083
12696,bri kc dmpu,bri kc dmpu,1,0.997933030128479
12702,pengusahaan daerah industri pulau batam,bp batam,1,0.99882310628891
12713,"Bukan instansi BUMN, Kementerian, Pemerintah",pribadi,0,0.8757196664810181
12714,"Bukan instansi BUMN, Kementerian, Pemerintah",opticmarine,0,0.9356094598770142
12715,"Bukan instansi BUMN, Kementerian, Pemerintah",kel cipinang ranti,0,0.9416273832321168
12716,"Bukan instansi BUMN, Kementerian, Pemerintah",opd,0,0.9355610609054564
12729,pt jiwasraya,pt timah industri,0,0.9955198764801024
13159,pemkot bengkulu,balai pom di bengkulu,1,0.955997884273529
13167,"Bukan instansi BUMN, Kementerian, Pemerintah",sttif,1,0.953196108341217
13240,pt kiw,pt dua kelinci,1,0.9323250651359558
13550,"Bukan instansi BUMN, Kementerian, Pemerintah",wirausaha,0,0.9028465151786804
13705,pemerintah purworejo,pemerintah kabupaten purworejo,1,0.9990103244781494
14908,pt dkb,pt conch south kalimantan cement,1,0.9775599241256714
15275,pemerintah kabupaten manokwari selatan,bagian perekonomian dan sda kab bengkulu selatan,0,0.9990044236183168
15289,"Bukan instansi BUMN, Kementerian, Pemerintah",rumah makan,0,0.9150023460388184
15418,kejaksaan negeri kota kediri,kejaksaan negeri kota kediri,1,0.9984323382377625
15445,bank bri cabang dago,bank bjb serang,1,0.990919589996338
15506,pt pengembangan pariwisata indonesia persero,lembaga pengembangan perbankan indonesia lppi,0,0.9886804819107056
15701,bnn kota bengkulu,bnn kota bengkulu,1,0.998904824256897
16663,pemprov lampung,pemerintah provinsi lampung,1,0.9676858186721802
16672,"Bukan instansi BUMN, Kementerian, Pemerintah",tanpa konfirmasi,1,0.6015933752059937
16678,pemkot yogyakarta,dekan fakultas ulmu kesehatan universitas aisyiyah yogyakarta,1,0.7114008069038391
16840,pt dkb,pt blue bird tbk,1,0.9878014922142028
17086,kementerian desa,desa tohudan,0,0.9978278279304504
17724,pemerintah kabupaten banggai,pemerintah kabupaten banggai,1,0.9987837672233582
18674,pt yodya karya,pt yodya karya,1,0.9989521503448486
18810,pt kiw,pt athaya abbas mandiri,1,0.5095931887626648
