instansi,status,reference,similiarity
pt asuransi jasa indonesia (persero),yes,asuransi jasa indonesia,0.5894951820373535
pt asuransi jasa indonesia (persero),yes,pt asuransi jasa indonesia,0.8220019936561584
pt asuransi jasa indonesia (persero),no,asuransi jasa,0.5665326118469238
pt asuransi jasa indonesia (persero),no,asuransi indonesia,0.5877997875213623
pt asuransi jasa indonesia (persero),no,pt asuransi indonesia,0.7464039921760559
pt asuransi jasa indonesia (persero),no,pt asuransi,0.6410034894943237
pt asuransi jasa indonesia (persero),no,pt asuransi jasa,0.6439077854156494
pt asuransi kredit indonesia (persero),yes,pt asuransi kredit indonesia,0.7905569672584534
pt asuransi kredit indonesia (persero),no,pt asuransi kredit,0.6731463074684143
pt asuransi kredit indonesia (persero),yes,asuransi kredit indonesia,0.5877965092658997
pt asuransi kredit indonesia (persero),no,kredit indonesia,0.506942629814148
pt asuransi kredit indonesia (persero),no,asuransi kredit,0.5212320685386658
pt asuransi kredit indonesia (persero),no,pt kredit indonesia,0.6535282731056213
pt asuransi kredit indonesia (persero),no,pt asuransi indonesia,0.75765460729599
pt asuransi kredit indonesia (persero),no,asuransi indonesia,0.6194692254066467
"pt bank mandiri (persero), tbk.",yes,bank mandiri,0.5594473481178284
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri,0.6379684209823608
"pt bank mandiri (persero), tbk.",yes,nasabah bank mandiri/pemilik toko parfum,0.4931739866733551
"pt bank mandiri (persero), tbk.",yes,nasabah bank mandiri,0.6037736535072327
"pt bank mandiri (persero), tbk.",no,nasabah bank,0.5220052599906921
"pt bank mandiri (persero), tbk.",no,nasabah mandiri,0.4957874119281769
"pt bank mandiri (persero), tbk.",no,mandiri,0.3201378881931305
"pt bank mandiri (persero), tbk.",no,bank,0.4368850588798523
"pt bank mandiri (persero), tbk.",yes,bank mandiri pematang siantar kcp sutomo,0.5041199922561646
"pt bank mandiri (persero), tbk.",yes,bank mandiri kcp,0.516893744468689
"pt bank mandiri (persero), tbk.",yes,bank mandiri taspen,0.43959248065948486
"pt bank mandiri (persero), tbk.",no,taspen,0.18923135101795197
"pt bank mandiri (persero), tbk.",no,bank taspen,0.330377459526062
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri cabang,0.6577642560005188
"pt bank mandiri (persero), tbk.",no,bank cabang,0.514046847820282
"pt bank mandiri (persero), tbk.",no,pt bank cabang,0.6088431477546692
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri cabang cikampek,0.6654811501502991
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri cikampek,0.6574857234954834
"pt bank mandiri (persero), tbk.",yes,bank mandiri cabang samarinda,0.5554169416427612
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri cabang samarinda,0.6331896185874939
"pt bank mandiri (persero), tbk.",yes,bank mandiri cabang gunungsari,0.5585864186286926
pt bina karya (persero),yes,pt bina karya,0.7723060250282288
pt bina karya (persero),yes,bina karya,0.5619543790817261
pt bina karya (persero),no,bina,0.464519739151001
pt bina karya (persero),no,karya,0.5204899907112122
pt bina karya (persero),no,pt bina,0.6794742345809937
pt bina karya (persero),yes,bina karya indonesia,0.5774317979812622
pt bina karya (persero),yes,pt bina karya indonesia,0.751101553440094
pt bina karya (persero),no,karya indonesia,0.4779999554157257
pt bina karya (persero),no,bina indonesia,0.48789677023887634
pt dirgantara indonesia (persero),yes,pt dirgantara indonesia,0.756094217300415
pt dirgantara indonesia (persero),yes,pt di,0.2909284234046936
pt dirgantara indonesia (persero),no,pt dirgantara,0.7192387580871582
pt dirgantara indonesia (persero),no,dirgantara,0.5201311111450195
pt garam (persero),yes,pt garam,0.5538598895072937
pt garam (persero),no,garam,0.29868611693382263
pt hotel indonesia natour (persero),yes,pt hotel indonesia natour,0.7557242512702942
pt hotel indonesia natour (persero),yes,hotel natour,0.3743950426578522
pt hotel indonesia natour (persero),no,pt hotel indonesia,0.641937792301178
pt hotel indonesia natour (persero),yes,natour hotel,0.5046311616897583
pt hotel indonesia natour (persero),yes,natour indonesia,0.5513442158699036
pt hotel indonesia natour (persero),no,hotel indonesia,0.4825644791126251
pt asuransi jasa raharja (persero),yes,pt asuransi jasa raharja,0.8411096334457397
pt asuransi jasa raharja (persero),yes,pt jasa raharja,0.7742136716842651
pt asuransi jasa raharja (persero),yes,asuransi jasa raharja,0.7477063536643982
pt asuransi jasa raharja (persero),yes,jasa raharja,0.697441816329956
pt asuransi jasa raharja (persero),no,pt jasa,0.6136724948883057
pt asuransi jasa raharja (persero),no,pt raharja,0.7410757541656494
pt penerbitan dan percetakan balai pustaka (persero),yes,pt penerbitan dan percetakan balai pustaka,0.8196579217910767
pt penerbitan dan percetakan balai pustaka (persero),yes,pt balai pustaka,0.7016113996505737
pt penerbitan dan percetakan balai pustaka (persero),yes,balai pustaka,0.561440110206604
pt penerbitan dan percetakan balai pustaka (persero),no,penerbitan dan percetakan,0.5729092955589294
pt penerbitan dan percetakan balai pustaka (persero),no,penerbitan,0.46147826313972473
pt penerbitan dan percetakan balai pustaka (persero),no,percetakan,0.45927929878234863
pt penerbitan dan percetakan balai pustaka (persero),yes,penerbitan balai pustaka,0.6610239744186401
pt penerbitan dan percetakan balai pustaka (persero),yes,percetakan balai pustaka,0.6590821743011475
pt penerbitan dan percetakan balai pustaka (persero),no,balai,0.32156243920326233
pt penerbitan dan percetakan balai pustaka (persero),no,pustaka,0.40531328320503235
pt perikanan nusantara (persero),yes,pt perikanan nusantara,0.7249101996421814
pt perikanan nusantara (persero),yes,pt perinus,0.3558642864227295
pt perikanan nusantara (persero),yes,perikanan nusantara,0.5666471123695374
pt perikanan nusantara (persero),yes,perinus,0.16317525506019592
pt perikanan nusantara (persero),no,perikanan indonesia,0.4713444113731384
pt perikanan nusantara (persero),no,pt perikanan,0.6415997743606567
pt perikanan nusantara (persero),no,perikanan,0.39417967200279236
pt pindad (persero),yes,pt pindad,0.7411640286445618
pt pindad (persero),yes,pindad,0.5266817808151245
pt rajawali nusantara indonesia (persero),yes,pt rajawali nusantara indonesia,0.7893552780151367
pt rajawali nusantara indonesia (persero),yes,rajawali nusantara indonesia,0.6470785140991211
pt rajawali nusantara indonesia (persero),yes,pt rni,0.4121403098106384
pt rajawali nusantara indonesia (persero),yes,rni,0.2016107738018036
pt rajawali nusantara indonesia (persero),yes,id food,0.2890459895133972
pt rajawali nusantara indonesia (persero),no,rajawali,0.5492507815361023
pt rajawali nusantara indonesia (persero),yes,rajawali nusindo,0.5504499077796936
pt rajawali nusantara indonesia (persero),yes,pt rajawali nusindo,0.6788423657417297
pt rajawali nusantara indonesia (persero),no,pt rajawali citra televisi indonesia,0.67098069190979
pt rajawali nusantara indonesia (persero),no,pt rajawali indonesia,0.7676849365234375
pt sang hyang seri (persero),yes,pt sang hyang seri,0.7932942509651184
pt sang hyang seri (persero),yes,sang hyang seri,0.6951717138290405
pt sang hyang seri (persero),yes,pt shs,0.4171474575996399
pt sang hyang seri (persero),yes,shs,0.26242271065711975
pt sang hyang seri (persero),no,pt sang,0.5776692032814026
pt sang hyang seri (persero),no,pt seri,0.4595533311367035
pt sucofindo,yes,sucofindo,0.8933958411216736
pt sucofindo,yes,pt sucofindo,1.0
pt sucofindo,yes,pt superintending company of indonesia,0.4208827614784241
pt sucofindo,yes,superintending company of indonesia,0.31405627727508545
pt surveyor indonesia (persero),yes,pt surveyor indonesia,0.7598437070846558
pt surveyor indonesia (persero),yes,surveyor indonesia,0.6636572480201721
pt surveyor indonesia (persero),no,surveyor,0.556978166103363
pt surveyor indonesia (persero),yes,ptsi,0.18511025607585907
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,"pt taman wisata candi borobudur, prambanan, dan ratu boko",0.9370617270469666
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,"taman wisata candi borobudur, prambanan, dan ratu boko",0.8768725395202637
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,pt twc,0.2460346519947052
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,pt taman wisata candi,0.6484476923942566
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,taman wisata candi,0.5710273385047913
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,candi borobudur,0.5410687923431396
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,candi prambanan,0.5485237836837769
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,ratu boko,0.4696688950061798
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,borobudur,0.37248098850250244
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,prambanan,0.3870260715484619
pt kereta api indonesia (persero) (kai),yes,pt kereta api indonesia,0.6845147013664246
pt kereta api indonesia (persero) (kai),yes,kereta api indonesia,0.5989335179328918
pt kereta api indonesia (persero) (kai),yes,pt kai,0.5987567901611328
pt kereta api indonesia (persero) (kai),yes,kai,0.3315247595310211
pt kereta api indonesia (persero) (kai),yes,pt kereta api,0.6488199830055237
pt kereta api indonesia (persero) (kai),no,api indonesia,0.43344956636428833
"pt telekomunikasi indonesia (persero), tbk.",yes,pt telkom pcc,0.533236563205719
"pt telekomunikasi indonesia (persero), tbk.",yes,pt telekomunikasi indonesia,0.6710022687911987
"pt telekomunikasi indonesia (persero), tbk.",yes,"pt telkom indonesia, tbk",0.7932817339897156
"pt telekomunikasi indonesia (persero), tbk.",yes,pt telkom,0.5740019679069519
"pt telekomunikasi indonesia (persero), tbk.",no,telkomsel,0.30948761105537415
"pt telekomunikasi indonesia (persero), tbk.",no,pt telkomsel,0.5398456454277039
"pt telekomunikasi indonesia (persero), tbk.",yes,telkom,0.4235602021217346
"pt telekomunikasi indonesia (persero), tbk.",yes,telkom indonesia,0.5100017189979553
pt dok dan perkapalan surabaya (persero),yes,pt dok dan perkapalan surabaya (dps),0.9023661017417908
pt dok dan perkapalan surabaya (persero),yes,pt dok dan perkapalan surabaya,0.8263176679611206
pt dok dan perkapalan surabaya (persero),yes,dok dan perkapalan surabaya,0.7544963955879211
pt dok dan perkapalan surabaya (persero),yes,pt dps,0.3764088451862335
pt dok dan perkapalan surabaya (persero),no,perkapalan,0.3916763961315155
pt dok dan perkapalan surabaya (persero),no,dok dan perkapalan,0.6511352062225342
pt dok dan perkapalan surabaya (persero),no,perkapalan surabaya,0.5359247922897339
pt dok dan perkapalan surabaya (persero),no,dok surabaya,0.3862133026123047
perum lembaga kantor berita nasional antara (lkbn antara),yes,lembaga kantor berita nasional antara biro jawa barat,0.6924267411231995
perum lembaga kantor berita nasional antara (lkbn antara),yes,perum lkbn antara,0.7599297761917114
perum lembaga kantor berita nasional antara (lkbn antara),no,perum pembangunan perumahan nasional (perumnas),0.5490493178367615
perum lembaga kantor berita nasional antara (lkbn antara),no,kantor perum damri,0.4381250739097595
perum pengangkutan penumpang djakarta (ppd),yes,perum ppd,0.5213062763214111
perum pengangkutan penumpang djakarta (ppd),yes,perusahaan umum pengangkutan penumpang djakarta,0.7131503224372864
perum pengangkutan penumpang djakarta (ppd),no,dinas perumahan rakyat dan permukiman provinsi dki jakarta,0.36093926429748535
"pt adhi karya (persero), tbk.",no,pt amarta karya (persero),0.8121335506439209
"pt adhi karya (persero), tbk.",no,pt karya solusi prima sejahtera,0.5352728366851807
pt asuransi jasa indonesia (persero),yes,asuransi jasindo,0.5771626830101013
pt asuransi jasa indonesia (persero),no,pt asuransi jasa raharja (persero),0.8779511451721191
pt asuransi jasa indonesia (persero),no,pt asuransi jiwasraya (persero),0.8463585376739502
pt asuransi kredit indonesia (persero),yes,askrindo,0.12154307216405869
pt asuransi kredit indonesia (persero),yes,pt askrindo,0.3020402789115906
pt asuransi kredit indonesia (persero),no,pt asuransi jasa indonesia (persero),0.952862560749054
pt asuransi kredit indonesia (persero),no,pt asuransi jiwasraya (persero),0.851428747177124
"pt bank mandiri (persero), tbk.",yes,bank mandiri cihampelas,0.4370496869087219
"pt bank mandiri (persero), tbk.",no,pt sentral utama teknikal mandiri,0.49797752499580383
"pt bank mandiri (persero), tbk.",no,pt bank central asia tbk,0.6148462891578674
pt bank tabungan negara (persero) (btn),yes,bank btn jayapura,0.5272582173347473
pt bank tabungan negara (persero) (btn),yes,btn pluit,0.38574397563934326
pt bank tabungan negara (persero) (btn),no,bank negara indonesia,0.48389220237731934
pt bank tabungan negara (persero) (btn),no,pt bank tabungan pensiunan nasional,0.6087720990180969
pt bina karya (persero),yes,bina karya persero,0.7234557271003723
pt bina karya (persero),no,smk s swa bina karya,0.550414502620697
pt bina karya (persero),no,pt bina karya prima,0.732313871383667
pt dirgantara indonesia (persero),yes,ptdi,0.515330970287323
pt dirgantara indonesia (persero),no,pt dirgantara yudha artha,0.5823214650154114
pt dirgantara indonesia (persero),no,pt garuda indonesia,0.6212948560714722
pt garam,yes,garam,0.6124966144561768
pt garam,yes,pt garam (persero),0.5538598895072937
pt garam,no,pt gudang garam tbk,0.6328158378601074
pt garam,no,pt garam nusantara lestari,0.681427538394928
pt hotel indonesia natour (persero),yes,pt hin,0.3273908793926239
pt hotel indonesia natour (persero),yes,inna hotels and resorts,0.3997449576854706
pt hotel indonesia natour (persero),no,hotel indonesia kempinski jakarta,0.488156259059906
pt indonesia asahan alumunium (inalum),yes,pt inalum,0.6537064909934998
pt indonesia asahan alumunium (inalum),yes,pt indonesia asahan aluminium (persero),0.8606136441230774
pt indonesia asahan alumunium (inalum),no,pt daiki aluminium industry indonesia,0.6395210027694702
pt indonesia asahan alumunium (inalum),no,pt aluminium karya abadi,0.48360249400138855
pt pelabuhan indonesia ii (persero),yes,pelindo ii,0.5515120029449463
pt pelabuhan indonesia ii (persero),yes,pelabuhan indonesia ii,0.682278573513031
pt pelabuhan indonesia ii (persero),no,pelabuhan indonesia,0.5932358503341675
pt pelabuhan indonesia ii (persero),no,pelindo,0.38058120012283325
pt penerbitan dan percetakan balai pustaka (persero),no,penerbit dan percetakan mediatama,0.6248040795326233
pt penerbitan dan percetakan balai pustaka (persero),no,pt percetakan gramedia cikarang,0.5653936862945557
pt perusahaan perdagangan indonesia,yes,pt ppi,0.4641975164413452
pt perusahaan perdagangan indonesia,yes,perusahaan perdagangan indonesia,0.8535802364349365
pt perusahaan perdagangan indonesia,no,kementerian perdagangan republik indonesia,0.5494635105133057
pt perusahaan perdagangan indonesia,no,pt perdagangan mistico indonesia,0.672527551651001
pt pindad (persero),no,pt pal,0.5374903678894043
pt pindad (persero),no,pt pinus merah abadi,0.42339271306991577
pt rajawali nusantara indonesia,yes,pt rajawali nusindo,0.8022913932800293
pt rajawali nusantara indonesia,yes,id food,0.32113897800445557
pt rajawali nusantara indonesia,no,pt rajawali citra televisi indonesia,0.8241150379180908
pt rajawali nusantara indonesia,no,pt nusantara laju bersama,0.5592902898788452
pt sucofindo,no,pt sucorinvest asset management,0.5643412470817566
pt sucofindo,no,pt sucor sekuritas,0.5515713691711426
pt surveyor indonesia (persero),no,pt semen indonesia (persero),0.8918817043304443
pt surveyor indonesia (persero),no,pt frasta survey indonesia,0.5067840814590454
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,taman wisata bougenville,0.2762611210346222
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,taman wisata alam sevillage,0.40727856755256653
pt indofarma,yes,indofarma tbk,0.8343201875686646
pt indofarma,yes,indofarma global medika,0.7232200503349304
pt indofarma,yes,indofarma global medika cabang,0.6567957997322083
pt indofarma,yes,pt igm,0.3015917241573334
pt indofarma,yes,indofarma,0.8042482137680054
pt indofarma,no,igm,0.09301402419805527
pt kereta api indonesia (persero) (kai),no,kereta api,0.49451979994773865
pt dok dan perkapalan surabaya (persero),no,pt perkapalan,0.6334906816482544
pt dok dan perkapalan surabaya (persero),no,pt dok,0.35252872109413147
