instansi,status,reference,similiarity
pt asuransi jasa indonesia (persero),yes,asuransi jasa indonesia,0.8247732520103455
pt asuransi jasa indonesia (persero),yes,pt asuransi jasa indonesia,0.8756133317947388
pt asuransi jasa indonesia (persero),no,asuransi jasa,0.7507853507995605
pt asuransi jasa indonesia (persero),no,asuransi indonesia,0.7974717617034912
pt asuransi jasa indonesia (persero),no,pt asuransi indonesia,0.8634211421012878
pt asuransi jasa indonesia (persero),no,pt asuransi,0.8508610129356384
pt asuransi jasa indonesia (persero),no,pt asuransi jasa,0.8615546822547913
pt asuransi kredit indonesia (persero),yes,pt asuransi kredit indonesia,0.8886656165122986
pt asuransi kredit indonesia (persero),no,pt asuransi kredit,0.8731765747070312
pt asuransi kredit indonesia (persero),yes,asuransi kredit indonesia,0.8364884853363037
pt asuransi kredit indonesia (persero),no,kredit indonesia,0.7557244300842285
pt asuransi kredit indonesia (persero),no,asuransi kredit,0.785778820514679
pt asuransi kredit indonesia (persero),no,pt kredit indonesia,0.833262026309967
pt asuransi kredit indonesia (persero),no,pt asuransi indonesia,0.8749863505363464
pt asuransi kredit indonesia (persero),no,asuransi indonesia,0.8173180818557739
"pt bank mandiri (persero), tbk.",yes,bank mandiri,0.7639999389648438
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri,0.7992727756500244
"pt bank mandiri (persero), tbk.",yes,nasabah bank mandiri/pemilik toko parfum,0.6259397268295288
"pt bank mandiri (persero), tbk.",yes,nasabah bank mandiri,0.735234260559082
"pt bank mandiri (persero), tbk.",no,nasabah bank,0.7149373292922974
"pt bank mandiri (persero), tbk.",no,nasabah mandiri,0.725912868976593
"pt bank mandiri (persero), tbk.",no,mandiri,0.6965359449386597
"pt bank mandiri (persero), tbk.",no,bank,0.7079057693481445
"pt bank mandiri (persero), tbk.",yes,bank mandiri pematang siantar kcp sutomo,0.7308468222618103
"pt bank mandiri (persero), tbk.",yes,bank mandiri kcp,0.7361839413642883
"pt bank mandiri (persero), tbk.",yes,bank mandiri taspen,0.7656790018081665
"pt bank mandiri (persero), tbk.",no,taspen,0.6390587687492371
"pt bank mandiri (persero), tbk.",no,bank taspen,0.7467373013496399
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri cabang,0.811145007610321
"pt bank mandiri (persero), tbk.",no,bank cabang,0.7351548075675964
"pt bank mandiri (persero), tbk.",no,pt bank cabang,0.7755693793296814
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri cabang cikampek,0.8044653534889221
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri cikampek,0.8091665506362915
"pt bank mandiri (persero), tbk.",yes,bank mandiri cabang samarinda,0.7750922441482544
"pt bank mandiri (persero), tbk.",yes,pt bank mandiri cabang samarinda,0.8063108325004578
"pt bank mandiri (persero), tbk.",yes,bank mandiri cabang gunungsari,0.7768585085868835
pt bina karya (persero),yes,pt bina karya,0.8420788645744324
pt bina karya (persero),yes,bina karya,0.7781567573547363
pt bina karya (persero),no,bina,0.7491116523742676
pt bina karya (persero),no,karya,0.6955277919769287
pt bina karya (persero),no,pt bina,0.8119228482246399
pt bina karya (persero),yes,bina karya indonesia,0.7837687730789185
pt bina karya (persero),yes,pt bina karya indonesia,0.8443897366523743
pt bina karya (persero),no,karya indonesia,0.7504735589027405
pt bina karya (persero),no,bina indonesia,0.781353235244751
pt dirgantara indonesia (persero),yes,pt dirgantara indonesia,0.8022310137748718
pt dirgantara indonesia (persero),yes,pt di,0.6916916370391846
pt dirgantara indonesia (persero),no,pt dirgantara,0.7714647650718689
pt dirgantara indonesia (persero),no,dirgantara,0.7092296481132507
pt garam (persero),yes,pt garam,0.7882904410362244
pt garam (persero),no,garam,0.6537402272224426
pt hotel indonesia natour (persero),yes,pt hotel indonesia natour,0.9046316742897034
pt hotel indonesia natour (persero),yes,hotel natour,0.6783869862556458
pt hotel indonesia natour (persero),no,pt hotel indonesia,0.8701865077018738
pt hotel indonesia natour (persero),yes,natour hotel,0.6670411229133606
pt hotel indonesia natour (persero),yes,natour indonesia,0.6735801100730896
pt hotel indonesia natour (persero),no,hotel indonesia,0.7572425603866577
pt asuransi jasa raharja (persero),yes,pt asuransi jasa raharja,0.9074552655220032
pt asuransi jasa raharja (persero),yes,pt jasa raharja,0.8771178722381592
pt asuransi jasa raharja (persero),yes,asuransi jasa raharja,0.8635625243186951
pt asuransi jasa raharja (persero),yes,jasa raharja,0.8391145467758179
pt asuransi jasa raharja (persero),no,pt jasa,0.7663519978523254
pt asuransi jasa raharja (persero),no,pt raharja,0.8562105298042297
pt penerbitan dan percetakan balai pustaka (persero),yes,pt penerbitan dan percetakan balai pustaka,0.8746219873428345
pt penerbitan dan percetakan balai pustaka (persero),yes,pt balai pustaka,0.8052997589111328
pt penerbitan dan percetakan balai pustaka (persero),yes,balai pustaka,0.7028156518936157
pt penerbitan dan percetakan balai pustaka (persero),no,penerbitan dan percetakan,0.7471892237663269
pt penerbitan dan percetakan balai pustaka (persero),no,penerbitan,0.687798798084259
pt penerbitan dan percetakan balai pustaka (persero),no,percetakan,0.6827253103256226
pt penerbitan dan percetakan balai pustaka (persero),yes,penerbitan balai pustaka,0.7608709931373596
pt penerbitan dan percetakan balai pustaka (persero),yes,percetakan balai pustaka,0.759044885635376
pt penerbitan dan percetakan balai pustaka (persero),no,balai,0.6277844309806824
pt penerbitan dan percetakan balai pustaka (persero),no,pustaka,0.6288244724273682
pt perikanan nusantara (persero),yes,pt perikanan nusantara,0.7938066720962524
pt perikanan nusantara (persero),yes,pt perinus,0.7390826344490051
pt perikanan nusantara (persero),yes,perikanan nusantara,0.7364763617515564
pt perikanan nusantara (persero),yes,perinus,0.5393317341804504
pt perikanan nusantara (persero),no,perikanan indonesia,0.7048457264900208
pt perikanan nusantara (persero),no,pt perikanan,0.7771562933921814
pt perikanan nusantara (persero),no,perikanan,0.6490729451179504
pt pindad (persero),yes,pt pindad,0.810317873954773
pt pindad (persero),yes,pindad,0.7010321021080017
pt rajawali nusantara indonesia (persero),yes,pt rajawali nusantara indonesia,0.8368428349494934
pt rajawali nusantara indonesia (persero),yes,rajawali nusantara indonesia,0.7783823013305664
pt rajawali nusantara indonesia (persero),yes,pt rni,0.7528594136238098
pt rajawali nusantara indonesia (persero),yes,rni,0.5420005917549133
pt rajawali nusantara indonesia (persero),yes,id food,0.4926222264766693
pt rajawali nusantara indonesia (persero),no,rajawali,0.7089872360229492
pt rajawali nusantara indonesia (persero),yes,rajawali nusindo,0.7515482902526855
pt rajawali nusantara indonesia (persero),yes,pt rajawali nusindo,0.800078809261322
pt rajawali nusantara indonesia (persero),no,pt rajawali citra televisi indonesia,0.8199409246444702
pt rajawali nusantara indonesia (persero),no,pt rajawali indonesia,0.8266276717185974
pt sang hyang seri (persero),yes,pt sang hyang seri,0.8812505602836609
pt sang hyang seri (persero),yes,sang hyang seri,0.7469624280929565
pt sang hyang seri (persero),yes,pt shs,0.7764880061149597
pt sang hyang seri (persero),yes,shs,0.5208324193954468
pt sang hyang seri (persero),no,pt sang,0.7898194193840027
pt sang hyang seri (persero),no,pt seri,0.7974220514297485
pt sucofindo,yes,sucofindo,0.8857152462005615
pt sucofindo,yes,pt sucofindo,1.0
pt sucofindo,yes,pt superintending company of indonesia,0.8896971344947815
pt sucofindo,yes,superintending company of indonesia,0.7687103748321533
pt surveyor indonesia (persero),yes,pt surveyor indonesia,0.8394145369529724
pt surveyor indonesia (persero),yes,surveyor indonesia,0.7985604405403137
pt surveyor indonesia (persero),no,surveyor,0.7091113328933716
pt surveyor indonesia (persero),yes,ptsi,0.559211254119873
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,"pt taman wisata candi borobudur, prambanan, dan ratu boko",0.9374730587005615
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,"taman wisata candi borobudur, prambanan, dan ratu boko",0.8710191249847412
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,pt twc,0.7301894426345825
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,pt taman wisata candi,0.8433435559272766
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",yes,taman wisata candi,0.7890234589576721
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,candi borobudur,0.7475359439849854
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,candi prambanan,0.7700620293617249
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,ratu boko,0.6563528776168823
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,borobudur,0.7190128564834595
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,prambanan,0.7302823066711426
pt kereta api indonesia (persero) (kai),yes,pt kereta api indonesia,0.7900236248970032
pt kereta api indonesia (persero) (kai),yes,kereta api indonesia,0.7447346448898315
pt kereta api indonesia (persero) (kai),yes,pt kai,0.7704894542694092
pt kereta api indonesia (persero) (kai),yes,kai,0.6536973714828491
pt kereta api indonesia (persero) (kai),yes,pt kereta api,0.7852731347084045
pt kereta api indonesia (persero) (kai),no,api indonesia,0.6729604601860046
"pt telekomunikasi indonesia (persero), tbk.",yes,pt telkom pcc,0.7923000454902649
"pt telekomunikasi indonesia (persero), tbk.",yes,pt telekomunikasi indonesia,0.76894211769104
"pt telekomunikasi indonesia (persero), tbk.",yes,"pt telkom indonesia, tbk",0.8617652654647827
"pt telekomunikasi indonesia (persero), tbk.",yes,pt telkom,0.7604202032089233
"pt telekomunikasi indonesia (persero), tbk.",no,telkomsel,0.6753239631652832
"pt telekomunikasi indonesia (persero), tbk.",no,pt telkomsel,0.7969900965690613
"pt telekomunikasi indonesia (persero), tbk.",yes,telkom,0.698135256767273
"pt telekomunikasi indonesia (persero), tbk.",yes,telkom indonesia,0.752305269241333
pt dok dan perkapalan surabaya (persero),yes,pt dok dan perkapalan surabaya (dps),0.967276394367218
pt dok dan perkapalan surabaya (persero),yes,pt dok dan perkapalan surabaya,0.9003326892852783
pt dok dan perkapalan surabaya (persero),yes,dok dan perkapalan surabaya,0.8343957662582397
pt dok dan perkapalan surabaya (persero),yes,pt dps,0.7698239684104919
pt dok dan perkapalan surabaya (persero),no,perkapalan,0.7392110824584961
pt dok dan perkapalan surabaya (persero),no,dok dan perkapalan,0.7652492523193359
pt dok dan perkapalan surabaya (persero),no,perkapalan surabaya,0.7905133366584778
pt dok dan perkapalan surabaya (persero),no,dok surabaya,0.7320454120635986
perum lembaga kantor berita nasional antara (lkbn antara),yes,lembaga kantor berita nasional antara biro jawa barat,0.8233425617218018
perum lembaga kantor berita nasional antara (lkbn antara),yes,perum lkbn antara,0.82743239402771
perum lembaga kantor berita nasional antara (lkbn antara),no,perum pembangunan perumahan nasional (perumnas),0.8547022938728333
perum lembaga kantor berita nasional antara (lkbn antara),no,kantor perum damri,0.6873498558998108
perum pengangkutan penumpang djakarta (ppd),yes,perum ppd,0.8500699996948242
perum pengangkutan penumpang djakarta (ppd),yes,perusahaan umum pengangkutan penumpang djakarta,0.805616557598114
perum pengangkutan penumpang djakarta (ppd),no,dinas perumahan rakyat dan permukiman provinsi dki jakarta,0.7181969881057739
"pt adhi karya (persero), tbk.",no,pt amarta karya (persero),0.9539823532104492
"pt adhi karya (persero), tbk.",no,pt karya solusi prima sejahtera,0.770056962966919
pt asuransi jasa indonesia (persero),yes,asuransi jasindo,0.8079338669776917
pt asuransi jasa indonesia (persero),no,pt asuransi jasa raharja (persero),0.9627205729484558
pt asuransi jasa indonesia (persero),no,pt asuransi jiwasraya (persero),0.9671826362609863
pt asuransi kredit indonesia (persero),yes,askrindo,0.7078397870063782
pt asuransi kredit indonesia (persero),yes,pt askrindo,0.8138792514801025
pt asuransi kredit indonesia (persero),no,pt asuransi jasa indonesia (persero),0.987807035446167
pt asuransi kredit indonesia (persero),no,pt asuransi jiwasraya (persero),0.9686368703842163
"pt bank mandiri (persero), tbk.",yes,bank mandiri cihampelas,0.7700386047363281
"pt bank mandiri (persero), tbk.",no,pt sentral utama teknikal mandiri,0.7989158034324646
"pt bank mandiri (persero), tbk.",no,pt bank central asia tbk,0.8014963269233704
pt bank tabungan negara (persero) (btn),yes,bank btn jayapura,0.7556995153427124
pt bank tabungan negara (persero) (btn),yes,btn pluit,0.7476545572280884
pt bank tabungan negara (persero) (btn),no,bank negara indonesia,0.7600311636924744
pt bank tabungan negara (persero) (btn),no,pt bank tabungan pensiunan nasional,0.7864446043968201
pt bina karya (persero),yes,bina karya persero,0.8407788276672363
pt bina karya (persero),no,smk s swa bina karya,0.7593720555305481
pt bina karya (persero),no,pt bina karya prima,0.8449939489364624
pt dirgantara indonesia (persero),yes,ptdi,0.6808103919029236
pt dirgantara indonesia (persero),no,pt dirgantara yudha artha,0.7772783637046814
pt dirgantara indonesia (persero),no,pt garuda indonesia,0.7702789306640625
pt garam,yes,garam,0.7387073636054993
pt garam,yes,pt garam (persero),0.7882904410362244
pt garam,no,pt gudang garam tbk,0.906840443611145
pt garam,no,pt garam nusantara lestari,0.9320870637893677
pt hotel indonesia natour (persero),yes,pt hin,0.7888182997703552
pt hotel indonesia natour (persero),yes,inna hotels and resorts,0.7133377194404602
pt hotel indonesia natour (persero),no,hotel indonesia kempinski jakarta,0.7567815780639648
pt indonesia asahan alumunium (inalum),yes,pt inalum,0.7772629857063293
pt indonesia asahan alumunium (inalum),yes,pt indonesia asahan aluminium (persero),0.9516598582267761
pt indonesia asahan alumunium (inalum),no,pt daiki aluminium industry indonesia,0.8110080361366272
pt indonesia asahan alumunium (inalum),no,pt aluminium karya abadi,0.7565604448318481
pt pelabuhan indonesia ii (persero),yes,pelindo ii,0.756100058555603
pt pelabuhan indonesia ii (persero),yes,pelabuhan indonesia ii,0.7713985443115234
pt pelabuhan indonesia ii (persero),no,pelabuhan indonesia,0.7678752541542053
pt pelabuhan indonesia ii (persero),no,pelindo,0.6545487642288208
pt penerbitan dan percetakan balai pustaka (persero),no,penerbit dan percetakan mediatama,0.7919926643371582
pt penerbitan dan percetakan balai pustaka (persero),no,pt percetakan gramedia cikarang,0.7873722910881042
pt perusahaan perdagangan indonesia,yes,pt ppi,0.8908509016036987
pt perusahaan perdagangan indonesia,yes,perusahaan perdagangan indonesia,0.9171356558799744
pt perusahaan perdagangan indonesia,no,kementerian perdagangan republik indonesia,0.8011130690574646
pt perusahaan perdagangan indonesia,no,pt perdagangan mistico indonesia,0.937372088432312
pt pindad (persero),no,pt pal,0.7597855925559998
pt pindad (persero),no,pt pinus merah abadi,0.7610940933227539
pt rajawali nusantara indonesia,yes,pt rajawali nusindo,0.9519214630126953
pt rajawali nusantara indonesia,yes,id food,0.4763906002044678
pt rajawali nusantara indonesia,no,pt rajawali citra televisi indonesia,0.9528402090072632
pt rajawali nusantara indonesia,no,pt nusantara laju bersama,0.8183417916297913
pt sucofindo,no,pt sucorinvest asset management,0.9364572167396545
pt sucofindo,no,pt sucor sekuritas,0.893230676651001
pt surveyor indonesia (persero),no,pt semen indonesia (persero),0.9565556049346924
pt surveyor indonesia (persero),no,pt frasta survey indonesia,0.812862753868103
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,taman wisata bougenville,0.7469033002853394
"pt taman wisata candi borobudur, prambanan, dan ratu boko (persero)",no,taman wisata alam sevillage,0.762478232383728
pt indofarma,yes,indofarma tbk,0.8742073178291321
pt indofarma,yes,indofarma global medika,0.8870639204978943
pt indofarma,yes,indofarma global medika cabang,0.8555129766464233
pt indofarma,yes,pt igm,0.867904543876648
pt indofarma,yes,indofarma,0.9113880395889282
pt indofarma,no,igm,0.47144296765327454
pt kereta api indonesia (persero) (kai),no,kereta api,0.6873225569725037
pt dok dan perkapalan surabaya (persero),no,pt perkapalan,0.8060353398323059
pt dok dan perkapalan surabaya (persero),no,pt dok,0.7314935922622681
